道路要素编号,点序号,名称,道路类型,OSM编号,经度,纬度,x_m,y_m
RD0006,6,未记录,次要道路,216933270,109.4001698,23.0529916,17357.832648383046,4926.131376088869
RD0006,7,未记录,次要道路,216933270,109.4009663,23.0522018,17439.48672850981,4838.665663794852
RD0006,8,未记录,次要道路,216933270,109.4025091,23.0503446,17597.648580137593,4632.991669274095
RD0006,9,未记录,次要道路,216933270,109.402904,23.0499282,17638.132191239456,4586.877814375206
RD0006,10,未记录,次要道路,216933270,109.4038157,23.0492063,17731.59612702269,4506.931628372496
RD0006,11,未记录,次要道路,216933270,109.4044707,23.0487605,17798.74417785037,4457.561896110142
RD0006,12,未记录,次要道路,216933270,109.4045579,23.0487012,17807.683582479098,4450.9947693197455
RD0006,13,未记录,次要道路,216933270,109.4065912,23.0476057,18016.129585144186,4329.674577096048
RD0007,1,横州大道,次要道路,223286367,109.23450120520712,22.8615453,374.1330704432767,-16275.422176151767
RD0007,2,横州大道,次要道路,223286367,109.2345523,22.8628861,379.3711097551927,-16126.936449329827
RD0007,3,横州大道,次要道路,223286367,109.2344342,22.8640846,367.26395738384866,-15994.209611922255
RD0007,4,横州大道,次要道路,223286367,109.2342733,22.8650531,350.76911558560647,-15886.953923954794
RD0007,5,横州大道,次要道路,223286367,109.2336467,22.8671211,286.5325222294033,-15657.93506725197
RD0007,6,横州大道,次要道路,223286367,109.2326564,22.8710052,185.0108203460298,-15227.793799688852
RD0007,7,横州大道,次要道路,223286367,109.2322237,22.8729474,140.6521003580966,-15012.706554287899
RD0007,8,横州大道,次要道路,223286367,109.2319766,22.8741998,115.32037003754624,-14874.010608381428
RD0007,9,横州大道,次要道路,223286367,109.2318839,22.8750433,105.81712681405943,-14780.597936413584
RD0007,10,横州大道,次要道路,223286367,109.2312585,22.8798762,41.703552787595946,-14245.382640204518
RD0007,11,横州大道,次要道路,223286367,109.2311835,22.8800594,34.01484467813438,-14225.094315955155
RD0008,1,兴六高速,高速公路,231114498,109.3847459,22.8813478,15776.634448158558,-14082.411581440534
RD0008,2,兴六高速,高速公路,231114498,109.3838583,22.881164,15685.64115058032,-14102.766352167082
RD0008,3,兴六高速,高速公路,231114498,109.3815072,22.880729,15444.61552875024,-14150.940047846834
RD0008,4,兴六高速,高速公路,231114498,109.3791366,22.88036,15201.590842810798,-14191.804631078578
RD0008,5,兴六高速,高速公路,231114498,109.3768065,22.8800451,14962.71805925189,-14226.677956985563
RD0008,6,兴六高速,高速公路,231114498,109.3750706,22.8798549,14784.760347144758,-14247.741490130933
RD0008,7,兴六高速,高速公路,231114498,109.3749487,22.8798416,14772.263633563785,-14249.214387033622
RD0008,8,兴六高速,高速公路,231114498,109.3733053,22.8797067,14603.788661458273,-14264.153769900657
RD0008,9,兴六高速,高速公路,231114498,109.3711584,22.8795361,14383.696828908727,-14283.046718137444
RD0008,10,兴六高速,高速公路,231114498,109.3699494,22.8794497,14259.75485417628,-14292.615010796684
RD0008,11,兴六高速,高速公路,231114498,109.3697406,22.8794348,14238.349490798655,-14294.265098303882
RD0008,12,兴六高速,高速公路,231114498,109.3677268,22.8792402,14031.90255224147,-14315.815905612242
RD0008,13,兴六高速,高速公路,231114498,109.3658634,22.8790749,13840.87403634694,-14334.121909970856
RD0008,14,兴六高速,高速公路,231114498,109.3645527,22.8789656,13706.50617341869,-14346.22624316102
RD0008,15,兴六高速,高速公路,231114498,109.3629035,22.878819,13537.436607886344,-14362.46133232584
RD0008,16,兴六高速,高速公路,231114498,109.3608752,22.8786591,13329.503185760623,-14380.169318392955
RD0008,17,兴六高速,高速公路,231114498,109.3589974,22.8784911,13136.998437910674,-14398.774331896726
RD0008,18,兴六高速,高速公路,231114498,109.3572382,22.8783392,12956.652100483092,-14415.596364940115
RD0008,19,兴六高速,高速公路,231114498,109.3550282,22.8781739,12730.091501511277,-14433.902369298334
RD0008,20,兴六高速,高速公路,231114498,109.35392,22.8781099,12616.483150478425,-14440.98999349051
RD0008,21,兴六高速,高速公路,231114498,109.3521406,22.8779873,12434.065987667134,-14454.567223582968
RD0008,22,兴六高速,高速公路,231114498,109.3499937,22.8779073,12213.974155117588,-14463.42675382299
RD0008,23,兴六高速,高速公路,231114498,109.3483329,22.8778566,12043.715402731577,-14469.041481112477
RD0008,24,兴六高速,高速公路,231114498,109.3465505,22.877862,11860.990691596666,-14468.443462821373
RD0008,25,兴六高速,高速公路,231114498,109.3444325,22.8778886,11643.861574571078,-14465.497669016784
RD0008,26,兴六高速,高速公路,231114498,109.3421786,22.8779339,11412.800518451373,-14460.4809600184
RD0008,27,兴六高速,高速公路,231114498,109.3400635,22.8779766,11195.968698140658,-14455.75218575264
RD0008,28,兴六高速,高速公路,231114498,109.337743,22.8780086,10958.08006921967,-14452.208373656553
RD0008,29,兴六高速,高速公路,231114498,109.3362211,22.8779499,10802.060804252855,-14458.70905397016
RD0008,30,兴六高速,高速公路,231114498,109.3350782,22.8779073,10684.895144267755,-14463.42675382299
RD0008,31,兴六高速,高速公路,231114498,109.3335475,22.8778033,10527.97373754903,-14474.94414313498
RD0008,32,兴六高速,高速公路,231114498,109.3321442,22.8776754,10384.112883007496,-14489.108317106007
RD0008,33,兴六高速,高速公路,231114498,109.3303851,22.8774754,10203.776797191575,-14511.257142705866
RD0008,34,兴六高速,高速公路,231114498,109.3286837,22.8772142,10029.355890814824,-14540.183508939419
RD0008,35,兴六高速,高速公路,231114498,109.3269216,22.876889,9848.712256675282,-14576.197499365147
RD0008,36,兴六高速,高速公路,231114498,109.3259755,22.876713,9751.721766770414,-14595.68846589304
RD0008,37,兴六高速,高速公路,231114498,109.3237823,22.8761718,9526.883438414954,-14655.623187966079
RD0008,38,兴六高速,高速公路,231114498,109.3219652,22.875676,9340.601418326338,-14710.530126628595
RD0008,39,兴六高速,高速公路,231114498,109.3201626,22.8751642,9155.805881807717,-14767.208971338563
RD0008,40,兴六高速,高速公路,231114498,109.3184989,22.8747216,8985.249832706833,-14816.224322391112
RD0008,41,兴六高速,高速公路,231114498,109.3165575,22.8742018,8786.225060379224,-14873.7891201252
RD0008,42,兴六高速,高速公路,231114498,109.3144684,22.8737219,8572.05865887905,-14926.935227152404
RD0008,43,兴六高速,高速公路,231114498,109.3128365,22.873394,8404.762622018454,-14963.248226723292
RD0008,44,兴六高速,高速公路,231114498,109.3113291,22.8731194,8250.22984061872,-14993.658564272067
RD0008,45,兴六高速,高速公路,231114498,109.3096943,22.8729302,8082.63650704471,-15014.611353289718
RD0008,46,兴六高速,高速公路,231114498,109.3075676,22.8727169,7864.6154998788725,-15038.233075791873
RD0008,47,兴六高速,高速公路,231114498,109.3057824,22.8725916,7681.60374364075,-15052.109315030277
RD0008,48,兴六高速,高速公路,231114498,109.3032912,22.8725169,7426.215615061735,-15060.381901391731
RD0008,49,兴六高速,高速公路,231114498,109.3011559,22.8725223,7207.312969365853,-15059.783883100627
RD0008,50,兴六高速,高速公路,231114498,109.298303,22.8725383,6914.844764475415,-15058.01197705278
RD0008,51,兴六高速,高速公路,231114498,109.2951173,22.8725676,6588.259198797513,-15054.767174102244
RD0008,52,兴六高速,高速公路,231114498,109.2922471,22.8725863,6294.017465235324,-15052.696258908845
RD0008,53,兴六高速,高速公路,231114498,109.2903201,22.8726876,6096.46892486459,-15041.477878742407
RD0008,54,兴六高速,高速公路,231114498,109.2886303,22.8728075,5923.237205341504,-15028.199657795107
RD0008,55,兴六高速,高速公路,231114498,109.2867669,22.8729781,5732.208689448432,-15009.30670955832
RD0008,56,兴六高速,高速公路,231114498,109.2853579,22.8731621,5587.7634930888125,-14988.929790006701
RD0008,57,兴六高速,高速公路,231114498,109.2838012,22.873394,5428.176667559545,-14963.248226723292
RD0008,58,兴六高速,高速公路,231114498,109.281689,22.8737059,5211.642143962247,-14928.707133200252
RD0008,59,兴六高速,高速公路,231114498,109.2799414,22.8739805,5032.484993389788,-14898.296795651868
RD0008,60,兴六高速,高速公路,231114498,109.2780723,22.8742524,4840.872135680088,-14868.185467248642
RD0008,61,兴六高速,高速公路,231114498,109.2756939,22.8746123,4597.047824096608,-14828.328655581668
RD0008,62,兴六高速,高速公路,231114498,109.273113,22.8749882,4332.464000617726,-14786.699937866455
RD0008,63,兴六高速,高速公路,231114498,109.2706044,22.8753481,4075.292091756757,-14746.843126199481
RD0008,64,兴六高速,高速公路,231114498,109.2684054,22.875692,3849.8591699744657,-14708.758220580354
RD0008,65,兴六高速,高速公路,231114498,109.2655785,22.8761052,3560.0563838945695,-14662.998746890877
RD0008,66,兴六高速,高速公路,231114498,109.2628732,22.8765051,3282.719556563575,-14618.712170104089
RD0008,67,兴六高速,高速公路,231114498,109.2607002,22.876785,3059.9520535918255,-14587.714888676743
RD0008,68,兴六高速,高速公路,231114498,109.2589787,22.8769609,2883.4705734415693,-14568.234996561781
RD0008,69,兴六高速,高速公路,231114498,109.2572629,22.8770969,2707.573435107941,-14553.173795153703
RD0008,70,兴六高速,高速公路,231114498,109.2551275,22.8772115,2488.6605378018553,-14540.482518084971
RD0008,71,兴六高速,高速公路,231114498,109.2527636,22.8772728,2246.322709786913,-14533.693903038742
RD0008,72,兴六高速,高速公路,231114498,109.2500872,22.8773101,1971.948597981334,-14529.56314706448
RD0008,73,兴六高速,高速公路,231114498,109.2474253,22.8773741,1699.0609697442928,-14522.475522872304
RD0008,74,兴六高速,高速公路,231114498,109.2457123,22.8774278,1523.4508765124194,-14516.52856319887
RD0008,75,兴六高速,高速公路,231114498,109.2435625,22.8775371,1303.0617472494569,-14504.424230008313
RD0008,76,兴六高速,高速公路,231114498,109.2421013,22.8776731,1153.265210046888,-14489.36302860063
RD0008,77,兴六高速,高速公路,231114498,109.2393729,22.877993,873.5602606187682,-14453.93598205347
RD0008,78,兴六高速,高速公路,231114498,109.2376715,22.8782436,699.1393542420167,-14426.18350357666
RD0008,79,兴六高速,高速公路,231114498,109.2355507,22.8785848,481.7231921146736,-14388.397607103478
RD0008,80,兴六高速,高速公路,231114498,109.2334211,22.87891,263.4048882354203,-14352.383616677751
RD0008,81,兴六高速,高速公路,231114498,109.2316388,22.8791819,80.6904287107132,-14322.272288274919
RD0009,1,兴六高速,高速公路,231114499,109.0328115,22.88628008099011,-20302.310557775516,-13536.190424141885
RD0009,2,兴六高速,高速公路,231114499,109.036099,22.887367,-19965.288852290145,-13415.820526185542
RD0009,3,兴六高速,高速公路,231114499,109.039319,22.888194,-19635.186984102267,-13324.235132330192
RD0009,4,兴六高速,高速公路,231114499,109.0418044,22.8887661,-19380.393448950086,-13260.87841670132
RD0009,5,兴六高速,高速公路,231114499,109.0443282,22.8892342,-19121.66329524623,-13209.039090384831
RD0009,6,兴六高速,高速公路,231114499,109.0459522,22.889492,-18955.177135638423,-13180.48925418655
RD0009,7,兴六高速,高速公路,231114499,109.0587618,22.8910526,-17641.98679690512,-13007.661968030703
RD0009,8,兴六高速,高速公路,231114499,109.0606586,22.8912707,-17447.534242999744,-12983.50867371384
RD0009,9,兴六高速,高速公路,231114499,109.0624459,22.8915284,-17264.30720293421,-12954.969911928489
RD0009,10,兴六高速,高速公路,231114499,109.0639151,22.8918624,-17113.69053686574,-12917.981373176386
RD0009,11,兴六高速,高速公路,231114499,109.065367,22.892383,-16964.847399469018,-12860.327980140042
RD0009,12,兴六高速,高速公路,231114499,109.0702102,22.8940956,-16468.341384560797,-12670.667586527878
RD0009,13,兴六高速,高速公路,231114499,109.0716926,22.894472,-16316.371505865189,-12628.983496748804
RD0009,14,兴六高速,高速公路,231114499,109.0726423,22.8946584,-16219.011957972556,-12608.340791289635
RD0009,15,兴六高速,高速公路,231114499,109.0752524,22.8948727,-15951.43466413619,-12584.608324659368
RD0009,16,兴六高速,高速公路,231114499,109.0774883,22.894794,-15722.21889796258,-12593.32388753288
RD0009,17,兴六高速,高速公路,231114499,109.0804851,22.8944669,-15414.998625110666,-12629.548291801513
RD0009,18,兴六高速,高速公路,231114499,109.0810201,22.8944085,-15360.15250725987,-12636.015748876725
RD0009,19,兴六高速,高速公路,231114499,109.0818237,22.8943008,-15277.770562764872,-12647.94289146238
RD0009,20,兴六高速,高速公路,231114499,109.0832112,22.8941318,-15135.529462731822,-12666.658649094265
RD0009,21,兴六高速,高速公路,231114499,109.0858598,22.893793,-14864.005298732121,-12704.178759660683
RD0009,22,兴六高速,高速公路,231114499,109.0892511,22.8933567,-14516.34242122208,-12752.496422706943
RD0009,23,兴六高速,高速公路,231114499,109.0920433,22.8930341,-14230.09694409443,-12788.22247839926
RD0009,24,兴六高速,高速公路,231114499,109.0927783,22.8929621,-14154.747604616463,-12796.196055615557
RD0009,25,兴六高速,高速公路,231114499,109.0934727,22.8929248,-14083.560419129237,-12800.326811589819
RD0009,26,兴六高速,高速公路,231114499,109.0949304,22.892861,-13934.122688305682,-12807.392286956136
RD0009,27,兴六高速,高速公路,231114499,109.0960825,22.8928928,-13816.013880126398,-12803.870623685907
RD0009,28,兴六高速,高速公路,231114499,109.0977867,22.8930367,-13641.305928646434,-12787.934543666639
RD0009,29,兴六高速,高速公路,231114499,109.0987956,22.8931713,-13537.877427151367,-12773.028384037998
RD0009,30,兴六高速,高速公路,231114499,109.1007814,22.8935378,-13334.300939621928,-12732.44066112595
RD0009,31,兴六高速,高速公路,231114499,109.1019244,22.893793,-13217.125028026625,-12704.178759660683
RD0009,32,兴六高速,高速公路,231114499,109.1086804,22.895337,-12524.526201484137,-12533.18982602908
RD0009,33,兴六高速,高速公路,231114499,109.1153201,22.8967937,-11843.849998316198,-12371.868854772294
RD0009,34,兴六高速,高速公路,231114499,109.1169446,22.8971423,-11677.312580655907,-12333.263451751782
RD0009,35,兴六高速,高速公路,231114499,109.1182091,22.8973155,-11547.680961921908,-12314.082568781978
RD0009,36,兴六高速,高速公路,231114499,109.1191166,22.897413,-11454.647593792031,-12303.285016302136
RD0009,37,兴六高速,高速公路,231114499,109.1202706,22.8975037,-11336.344005007204,-12293.24052389244
RD0009,38,兴六高速,高速公路,231114499,109.1220813,22.8975043,-11150.718088011019,-12293.174077415651
RD0009,39,兴六高速,高速公路,231114499,109.1231113,22.8974696,-11045.126496634573,-12297.016898657292
RD0009,40,兴六高速,高速公路,231114499,109.124022,22.897385,-10951.765076959211,-12306.385851886163
RD0009,41,兴六高速,高速公路,231114499,109.126006,22.8971253,-10748.373118423653,-12335.146101927741
RD0009,42,兴六高速,高速公路,231114499,109.1289603,22.8966559,-10445.509780168024,-12387.129395610738
RD0009,43,兴六高速,高速公路,231114499,109.130716,22.896369,-10265.522249119456,-12418.901885933697
RD0009,44,兴六高速,高速公路,231114499,109.1307638,22.8963602,-10260.621979151732,-12419.876434260073
RD0009,45,兴六高速,高速公路,231114499,109.1366169,22.8952884,-9660.58494664057,-12538.571990650196
RD0009,46,兴六高速,高速公路,231114499,109.1392515,22.8947624,-9390.496008155473,-12596.823401977645
RD0009,47,兴六高速,高速公路,231114499,109.1418937,22.8941114,-9119.627947248204,-12668.917829305497
RD0009,48,兴六高速,高速公路,231114499,109.1439777,22.8935173,-8905.984377900517,-12734.710915750109
RD0009,49,兴六高速,高速公路,231114499,109.1481159,22.892241,-8481.752219226772,-12876.053646316013
RD0009,50,兴六高速,高速公路,231114499,109.1493797,22.8919126,-8352.192361768573,-12912.42201795076
RD0009,51,兴六高速,高速公路,231114499,109.1503664,22.8916967,-8251.039717874419,-12936.33167518593
RD0009,52,兴六高速,高速公路,231114499,109.15226,22.8913894,-8056.915215514531,-12970.36334572012
RD0009,53,兴六高速,高速公路,231114499,109.153526,22.8912409,-7927.12982261872,-12986.808848728237
RD0009,54,兴六高速,高速公路,231114499,109.1557644,22.8910507,-7697.657766175426,-13007.872381873607
RD0009,55,兴六高速,高速公路,231114499,109.1574639,22.890921,-7523.431640404217,-13022.235895275397
