服务区编号,机型编号,组合计数,总质量（kg）,总体积（m³）,往返能耗（kWh）,临界安全余量,临界安全余量（%）,医疗物资箱数,饮用水箱数,应急食品箱数,生活卫生用品箱数
S002,A,"(0, 0, 1, 0)",8,0.028,2.79665823902,0.378520391329,37.8520391329,0,0,1,0
S003,C,"(0, 1, 1, 1)",28,0.09,4.97001080055,0.378748649931,37.8748649931,0,1,1,1
S003,C,"(0, 2, 0, 0)",28,0.054,4.97001080055,0.378748649931,37.8748649931,0,2,0,0
S012,A,"(1, 0, 0, 0)",3,0.012,2.79346823938,0.379229280138,37.9229280138,1,0,0,0
S012,B,"(1, 1, 0, 0)",17,0.039,2.47691323761,0.380771690596,38.0771690596,1,1,0,0
S004,C,"(1, 0, 1, 0)",11,0.04,4.94230719588,0.382211600515,38.2211600515,1,0,1,0
S003,B,"(0, 0, 2, 0)",16,0.056,2.47111396001,0.382221509998,38.2221509998,0,0,2,0
S008,B,"(0, 0, 1, 0)",8,0.028,2.47072947771,0.382317630573,38.2317630573,0,0,1,0
S002,C,"(0, 1, 1, 1)",28,0.09,4.93922839774,0.382596450283,38.2596450283,0,1,1,1
S002,C,"(0, 2, 0, 0)",28,0.054,4.93922839774,0.382596450283,38.2596450283,0,2,0,0
S002,A,"(0, 0, 0, 1)",6,0.035,2.77728304334,0.382825990369,38.2825990369,0,0,0,1
S012,C,"(1, 1, 1, 0)",25,0.067,4.93060752578,0.383674059277,38.3674059277,1,1,1,0
S004,C,"(1, 0, 0, 1)",9,0.047,4.92248066606,0.384689916742,38.4689916742,1,0,0,1
S003,C,"(1, 0, 2, 1)",25,0.103,4.91668875096,0.385413906131,38.5413906131,1,0,2,1
S003,C,"(1, 1, 1, 0)",25,0.067,4.91668875096,0.385413906131,38.5413906131,1,1,1,0
S004,C,"(0, 0, 1, 0)",8,0.028,4.91334589108,0.385831763615,38.5831763615,0,0,1,0
S004,C,"(0, 0, 0, 1)",6,0.035,4.89672525193,0.387909343509,38.7909343509,0,0,0,1
S002,A,"(1, 0, 0, 0)",3,0.012,2.75425787437,0.387942694585,38.7942694585,1,0,0,0
S002,C,"(1, 0, 2, 1)",25,0.103,4.88776457449,0.389029428188,38.9029428188,1,0,2,1
S002,C,"(1, 1, 1, 0)",25,0.067,4.88776457449,0.389029428188,38.9029428188,1,1,1,0
S008,B,"(0, 0, 0, 1)",6,0.035,2.44253263053,0.389366842367,38.9366842367,0,0,0,1
S003,C,"(1, 1, 0, 1)",23,0.074,4.88365224798,0.389543469002,38.9543469002,1,1,0,1
S012,C,"(0, 1, 1, 0)",22,0.055,4.88254078987,0.389682401267,38.9682401267,0,1,1,0
S004,B,"(1, 0, 1, 0)",11,0.04,2.43972102547,0.390069743632,39.0069743632,1,0,1,0
S004,C,"(1, 0, 0, 0)",3,0.012,4.87642505523,0.390446868097,39.0446868097,1,0,0,0
S003,C,"(0, 0, 2, 1)",22,0.091,4.86786191624,0.39151726047,39.151726047,0,0,2,1
S003,C,"(0, 1, 1, 0)",22,0.055,4.86786191624,0.39151726047,39.151726047,0,1,1,0
S002,B,"(1, 1, 0, 0)",17,0.039,2.43389500061,0.391526249846,39.1526249846,1,1,0,0
S002,C,"(1, 1, 0, 1)",23,0.074,4.85601811128,0.39299773609,39.299773609,1,1,0,1
S003,B,"(0, 0, 1, 1)",14,0.063,2.42411878212,0.393970304469,39.3970304469,0,0,1,1
S003,B,"(0, 1, 0, 0)",14,0.027,2.42411878212,0.393970304469,39.3970304469,0,1,0,0
S002,C,"(0, 0, 2, 1)",22,0.091,4.84088764521,0.394889044349,39.4889044349,0,0,2,1
S002,C,"(0, 1, 1, 0)",22,0.055,4.84088764521,0.394889044349,39.4889044349,0,1,1,0
S003,C,"(0, 1, 0, 1)",20,0.062,4.83770276061,0.395287154923,39.5287154923,0,1,0,1
S003,C,"(1, 0, 2, 0)",19,0.068,4.82332276523,0.397084654347,39.7084654347,1,0,2,0
S008,B,"(1, 0, 0, 0)",3,0.012,2.40966089346,0.397584776635,39.7584776635,1,0,0,0
S002,B,"(0, 0, 2, 0)",16,0.056,2.40848597985,0.397878505037,39.7878505037,0,0,2,0
S002,C,"(0, 1, 0, 1)",20,0.062,4.81207721231,0.398490348461,39.8490348461,0,1,0,1
S012,C,"(1, 1, 0, 0)",17,0.039,4.81205228805,0.398493463994,39.8493463994,1,1,0,0
S004,B,"(1, 0, 0, 1)",9,0.047,2.40526598387,0.398683504034,39.8683504034,1,0,0,1
S012,B,"(0, 1, 0, 0)",14,0.027,2.40439347088,0.398901632281,39.8901632281,0,1,0,0
S002,C,"(1, 0, 2, 0)",19,0.068,4.79838584614,0.400201769232,40.0201769232,1,0,2,0
S003,C,"(1, 0, 1, 1)",17,0.075,4.79594081705,0.400507397869,40.0507397869,1,0,1,1
S003,C,"(1, 1, 0, 0)",17,0.039,4.79594081705,0.400507397869,40.0507397869,1,1,0,0
S003,C,"(0, 0, 2, 0)",16,0.056,4.78293335729,0.402133330339,40.2133330339,0,0,2,0
S004,B,"(0, 0, 1, 0)",8,0.028,2.38987287835,0.402531780412,40.2531780412,0,0,1,0
S012,C,"(0, 1, 0, 0)",14,0.027,4.7753472841,0.403081589487,40.3081589487,0,1,0,0
S002,C,"(1, 0, 1, 1)",17,0.075,4.77240926133,0.403448842334,40.3448842334,1,0,1,1
S002,C,"(1, 1, 0, 0)",17,0.039,4.77240926133,0.403448842334,40.3448842334,1,1,0,0
S002,C,"(0, 0, 2, 0)",16,0.056,4.7601184234,0.404985197075,40.4985197075,0,0,2,0
S003,C,"(0, 0, 1, 1)",14,0.063,4.75827999123,0.405215001096,40.5215001096,0,0,1,1
S003,C,"(0, 1, 0, 0)",14,0.027,4.75827999123,0.405215001096,40.5215001096,0,1,0,0
S012,C,"(1, 0, 1, 0)",11,0.04,4.74282254702,0.407147181623,40.7147181623,1,0,1,0
S002,C,"(0, 0, 1, 1)",14,0.063,4.73692606963,0.407884241296,40.7884241296,0,0,1,1
S002,C,"(0, 1, 0, 0)",14,0.027,4.73692606963,0.407884241296,40.7884241296,0,1,0,0
S003,B,"(1, 0, 1, 0)",11,0.04,2.36410875022,0.408972812445,40.8972812445,1,0,1,0
S004,B,"(0, 0, 0, 1)",6,0.035,2.36263350213,0.409341624466,40.9341624466,0,0,0,1
S002,B,"(0, 0, 1, 1)",14,0.063,2.36249615713,0.409375960717,40.9375960717,0,0,1,1
S002,B,"(0, 1, 0, 0)",14,0.027,2.36249615713,0.409375960717,40.9375960717,0,1,0,0
S003,C,"(1, 0, 1, 0)",11,0.04,4.72472742084,0.409409072395,40.9409072395,1,0,1,0
S012,C,"(0, 0, 1, 0)",8,0.028,4.71462165163,0.410672293546,41.0672293546,0,0,1,0
S002,C,"(1, 0, 1, 0)",11,0.04,4.70563492047,0.411795634941,41.1795634941,1,0,1,0
S003,C,"(1, 0, 0, 1)",9,0.047,4.704703327,0.411912084125,41.1912084125,1,0,0,1
S003,C,"(0, 0, 1, 0)",8,0.028,4.69542420742,0.413071974073,41.3071974073,0,0,1,0
