from_id,to_id,type_id,flight_s,horizontal_energy_factor,climb_energy_per_kg
S002,S012,C,344.4664671,24576.72471,0.0007138509226
S002,S013,A,441.126683,20431.03193,0.000596685949
S002,S013,B,365.4561944,18160.91727,0.000596685949
S002,S013,C,378.5212489,36321.83454,0.000596685949
S002,S014,A,796.5603201,34446.56171,0.00108994264
S002,S014,B,668.9804619,30619.16597,0.00108994264
S002,S014,C,703.8443321,61238.33194,0.00108994264
S002,S015,A,806.3535376,32250.6871,0.001605130015
S002,S015,B,686.9065483,28667.27742,0.001605130015
S002,S015,C,732.1153191,57334.55484,0.001605130015
S003,O01,A,853.395282,32687.22135,0.0008448555273
S003,O01,B,732.3314992,29055.30787,0.0008448555273
S003,O01,C,790.6288555,58110.61574,0.0008448555273
S003,S001,A,859.6203423,34471.50036,0.0008226856079
S003,S001,B,731.9481187,30641.33366,0.0008226856079
S003,S001,C,783.6388515,61282.66731,0.0008226856079
S003,S002,A,1069.778426,44005.43121,0.00106931609
S003,S002,B,906.7953473,39115.93885,0.00106931609
S003,S002,C,965.800582,78231.87771,0.00106931609
S003,S004,A,1013.164344,37054.13187,0.001459527085
S003,S004,B,875.9268181,32937.00611,0.001459527085
S003,S004,C,951.2415264,65874.01222,0.001459527085
S003,S005,A,765.8478508,28538.81671,0.0009284085006
S003,S005,B,660.1485297,25367.83708,0.0009284085006
S003,S005,C,715.39654,50735.67415,0.0009284085006
S003,S006,A,647.0774968,21605.30306,0.001225311675
S003,S006,B,567.0578559,19204.71383,0.001225311675
S003,S006,C,623.4049677,38409.42766,0.001225311675
S003,S007,A,276.836877,12306.09746,0.0002731611364
S003,S007,B,231.2587383,10938.7533,0.0002731611364
S003,S007,C,242.2919617,21877.5066,0.0002731611364
S003,S008,A,883.8707148,28148.74068,0.001731217016
S003,S008,B,779.6161197,25021.10283,0.001731217016
S003,S008,C,862.6392423,50042.20565,0.001731217016
S003,S009,A,972.8666308,40050.10793,0.0009688914764
S003,S009,B,824.5328977,35600.09593,0.0009688914764
S003,S009,C,878.0642535,71200.19187,0.0009688914764
S003,S010,A,1061.1363,50517.13896,0.0006752066651
S003,S010,B,874.035785,44904.12352,0.0006752066651
S003,S010,C,902.4698137,89808.24703,0.0006752066651
S003,S011,A,641.4426043,24109.53746,0.0007450417034
S003,S011,B,552.1480211,21430.69997,0.0007450417034
S003,S011,C,597.6084048,42861.39993,0.0007450417034
S003,S012,A,1196.302665,53191.30236,0.0009688944784
S003,S012,B,999.2978416,47281.15765,0.0009688944784
S003,S012,C,1047.84933,94562.3153,0.0009688944784
S003,S013,A,1034.151143,47518.4836,0.0008226856079
S003,S013,B,858.1567593,42238.65209,0.0008226856079
S003,S013,C,893.0774921,84477.30418,0.0008226856079
S003,S014,A,1213.675398,55740.9812,0.0009618596636
S003,S014,B,1007.22732,49547.53884,0.0009618596636
S003,S014,C,1048.348912,99095.07769,0.0009618596636
S003,S015,A,273.2392293,11776.32334,0.0005652401146
S003,S015,B,229.6232169,10467.84297,0.0005652401146
S003,S015,C,240.9230277,20935.68593,0.0005652401146
S004,O01,A,807.7521924,34716.06741,0.0006429529031
S004,O01,B,679.174165,30858.72659,0.0006429529031
S004,O01,C,717.5573594,61717.45317,0.0006429529031
S004,S001,A,560.7093764,22174.5078,0.0006828248587
S004,S001,B,478.5815697,19710.6736,0.0006828248587
S004,S001,C,513.0911931,39421.3472,0.0006828248587
S004,S002,A,268.1955483,10120.29476,0.0003986153637
S004,S002,B,230.7129751,8995.817568,0.0003986153637
S004,S002,C,249.1526756,17991.63514,0.0003986153637
S004,S003,A,1005.817677,37054.13187,0.001876461047
S004,S003,B,868.5801514,32937.00611,0.001876461047
S004,S003,C,940.2215264,65874.01222,0.001876461047
S004,S005,A,331.5160377,11737.32548,0.0005202464887
S004,S005,B,288.0444618,10433.17821,0.0005202464887
S004,S005,C,314.2922251,20866.35641,0.0005202464887
S004,S006,A,835.3836339,39178.6829,0.0007452624189
S004,S006,B,690.2774009,34825.49591,0.0007452624189
S004,S006,C,714.4575075,69650.99182,0.0007452624189
S004,S007,A,810.9912359,31938.34156,0.001380713513
S004,S007,B,692.701082,28389.63694,0.001380713513
S004,S007,C,741.5039153,56779.27388,0.001380713513
S004,S008,A,316.9631089,11758.24144,0.0005998003509
S004,S008,B,273.4140666,10451.77017,0.0005998003509
S004,S008,C,295.5763159,20903.54033,0.0005998003509
S004,S009,A,319.1797746,13434.56255,0.0003666740856
S004,S009,B,269.4221355,11941.83338,0.0003666740856
S004,S009,C,285.4047671,23883.66676,0.0003666740856
S004,S010,A,766.2425756,33955.95097,0.0009634779204
S004,S010,B,640.4797942,30183.06753,0.0009634779204
S004,S010,C,670.5926734,60366.13507,0.0009634779204
S004,S011,A,554.2217162,24317.6316,0.0005025867113
S004,S011,B,464.156414,21615.67253,0.0005025867113
S004,S011,C,487.9162333,43231.34507,0.0005025867113
S004,S012,A,518.0207172,23790.72319,0.0005058708872
S004,S012,B,429.9069276,21147.3095,0.0005058708872
S004,S012,C,447.0414206,42294.61901,0.0005058708872
S004,S013,A,572.6421025,27885.7539,0.0005448100325
S004,S013,B,469.3615325,24787.3368,0.0005448100325
S004,S013,C,481.0213626,49574.6736,0.0005448100325
S004,S014,A,965.3097356,41824.43583,0.001237507324
S004,S014,B,810.4044177,37177.27629,0.001237507324
S004,S014,C,852.6487691,74354.55258,0.001237507324
S004,S015,A,711.8386481,25424.34591,0.001751542744
S004,S015,B,617.674404,22599.41859,0.001751542744
S004,S015,C,670.2129103,45198.83718,0.001751542744
S005,O01,A,563.3374325,23762.67016,0.0004971838701
S005,O01,B,475.327543,21122.37348,0.0004971838701
S005,O01,C,503.9593577,42244.74695,0.0004971838701
S005,S001,A,337.2549523,13177.1026,0.000458317119
S005,S001,B,288.4508685,11712.98009,0.000458317119
S005,S001,C,309.7405353,23425.96018,0.000458317119
S005,S002,A,435.2572424,15645.86475,0.0008013253018
S005,S002,B,377.3095952,13907.43533,0.0008013253018
S005,S002,C,410.1593694,27814.87066,0.0008013253018
S005,S003,A,756.2811842,28538.81671,0.001471330675
S005,S003,B,650.581863,25367.83708,0.001471330675
S005,S003,C,701.04654,50735.67415,0.001471330675
S005,S004,A,329.2960377,11737.32548,0.0006462347005
S005,S004,B,285.8244618,10433.17821,0.0006462347005
S005,S004,C,310.9622251,20866.35641,0.0006462347005
S005,S006,A,623.6291598,27483.05555,0.0008389085871
S005,S006,B,521.8400651,24429.38272,0.0008389085871
S005,S006,C,546.8154484,48858.76543,0.0008389085871
S005,S007,A,565.5645935,21099.03409,0.001218823684
S005,S007,B,487.4200228,18754.69697,0.001218823684
S005,S007,C,525.7613273,37509.39394,0.001218823684
S005,S008,A,348.993907,13682.33903,0.000649944697
S005,S008,B,298.3185772,12162.07914,0.000649944697
S005,S008,C,319.3597723,24324.15827,0.000649944697
S005,S009,A,330.5167227,11928.80023,0.0006377470386
S005,S009,B,286.3359811,10603.37798,0.0006377470386
S005,S009,C,310.9298481,21206.75596,0.0006377470386
S005,S010,A,666.3856388,28629.71543,0.001025889317
S005,S010,B,560.3496557,25448.63593,0.001025889317
S005,S010,C,589.8818656,50897.27187,0.001025889317
S005,S011,A,338.5928412,12612.43621,0.0005771581262
S005,S011,B,291.8801145,11211.05441,0.0005771581262
S005,S011,C,315.5949345,22422.10881,0.0005771581262
S005,S012,A,558.4057205,25310.48611,0.0006377470386
S005,S012,B,464.6631793,22498.20988,0.0006377470386
S005,S012,C,484.2770463,44996.41975,0.0006377470386
S005,S013,A,503.5336625,23469.53724,0.000678915507
S005,S013,B,416.6094505,20861.81088,0.000678915507
S005,S013,C,430.8468601,41723.62175,0.000678915507
S005,S014,A,903.0680849,35982.9311,0.001543213762
S005,S014,B,769.7979697,31984.82764,0.001543213762
S005,S014,C,822.1792217,63969.65529,0.001543213762
S005,S015,A,511.8581784,16902.45328,0.001602711336
S005,S015,B,449.2564996,15024.40292,0.001602711336
S005,S015,C,491.9087233,30048.80583,0.001602711336
S006,O01,A,377.9749866,14337.89484,0.0001940817733
S006,O01,B,324.8716724,12744.79541,0.0001940817733
S006,O01,C,352.1313122,25489.59082,0.0001940817733
S006,S001,A,551.7278718,23834.2538,0.0002994041314
S006,S001,B,463.4528577,21186.00337,0.0002994041314
S006,S001,C,489.7221308,42372.00675,0.0002994041314
S006,S002,A,861.8972722,41335.82394,0.0003007777723
S006,S002,B,708.801628,36742.95461,0.0003007777723
S006,S002,C,731.5814123,73485.90923,0.0003007777723
S006,S003,A,645.4974968,21605.30306,0.001314978961
S006,S003,B,565.4778559,19204.71383,0.001314978961
S006,S003,C,621.0349677,38409.42766,0.001314978961
S006,S004,A,841.1503005,39178.6829,0.0004179957426
S006,S004,B,696.0440676,34825.49591,0.0004179957426
S006,S004,C,723.1075075,69650.99182,0.0004179957426
S006,S005,A,631.6158264,27483.05555,0.000385653699
S006,S005,B,529.8267318,24429.38272,0.000385653699
S006,S005,C,558.7954484,48858.76543,0.000385653699
S006,S007,A,397.5527987,11283.54253,0.001042566936
S006,S007,B,355.7619004,10029.81559,0.001042566936
S006,S007,C,398.3187884,20059.63117,0.001042566936
S006,S008,A,874.9099735,36276.43133,0.0009573670255
S006,S008,B,740.5528204,32245.71673,0.0009573670255
S006,S008,C,787.1165041,64491.43347,0.0009573670255
S006,S009,A,728.9961499,34513.76905,0.0002885670667
S006,S009,B,601.1673757,30678.90582,0.0002885670667
S006,S009,C,622.3592572,61357.81164,0.0002885670667
S006,S010,A,732.2547212,35647.09292,0.0004480442666
S006,S010,B,600.2284511,31686.30482,0.0004480442666
S006,S010,C,616.2855808,63372.60964,0.0004480442666
S006,S011,A,388.0551378,15344.22087,0.0003241173128
S006,S011,B,331.2246902,13639.30744,0.0003241173128
S006,S011,C,355.7726219,27278.61487,0.0003241173128
S006,S012,A,934.9864057,44959.52434,0.0004560887888
S006,S012,B,768.4696489,39964.02163,0.0004560887888
S006,S012,C,792.0611538,79928.04327,0.0004560887888
S006,S013,A,692.049199,35024.60796,0.0003002943366
S006,S013,B,562.3284288,31132.98485,0.0003002943366
S006,S013,C,571.866917,62265.96971,0.0003002943366
S006,S014,A,915.9403226,38684.95789,0.001104239797
S006,S014,B,772.6627008,34386.62923,0.001104239797
S006,S014,C,817.6863857,68773.25847,0.001104239797
S006,S015,A,573.229721,21080.10371,0.001272973284
S006,S015,B,495.1552628,18737.86997,0.001272973284
S006,S015,C,535.2619514,37475.73993,0.001272973284
S007,O01,A,586.0934429,20406.22819,0.0006184892794
S007,O01,B,510.51482,18138.8695,0.0006184892794
S007,O01,C,559.8403492,36277.739,0.0006184892794
S007,S001,A,564.6915851,23349.40158,0.000343063835
S007,S001,B,478.21232,20755.02362,0.000343063835
S007,S001,C,509.774879,41510.04725,0.000343063835
S007,S002,A,820.8319088,36539.88715,0.0004775754555
S007,S002,B,685.4989935,32479.89969,0.0004775754555
S007,S002,C,719.4370234,64959.79938,0.0004775754555
S007,S003,A,277.5035437,12306.09746,0.0002353268386
S007,S003,B,231.9254049,10938.7533,0.0002353268386
S007,S003,C,243.2919617,21877.5066,0.0002353268386
S007,S004,A,819.0045693,31938.34156,0.0009259452532
S007,S004,B,700.7144153,28389.63694,0.0009259452532
S007,S004,C,753.5239153,56779.27388,0.0009259452532
S007,S005,A,575.7979268,21099.03409,0.0006380672122
S007,S005,B,497.6533561,18754.69697,0.0006380672122
S007,S005,C,541.1113273,37509.39394,0.0006380672122
S007,S006,A,399.7994653,11283.54253,0.0009150653524
S007,S006,B,358.008567,10029.81559,0.0009150653524
S007,S006,C,401.6887884,20059.63117,0.0009150653524
S007,S008,A,749.7232827,26602.61299,0.001166202512
S007,S008,B,651.1950864,23646.7671,0.001166202512
S007,S008,C,710.3283368,47293.5342,0.001166202512
S007,S009,A,711.066516,31091.10743,0.0004535228272
S007,S009,B,595.9142663,27636.53994,0.0004535228272
S007,S009,C,627.7427361,55273.07987,0.0004535228272
S007,S010,A,780.3691624,38704.28879,0.000334643025
S007,S010,B,637.0199447,34403.81226,0.000334643025
S007,S010,C,651.4515523,68807.62451,0.000334643025
S007,S011,A,357.2625181,12755.19196,0.000343063835
S007,S011,B,310.0210664,11337.94841,0.000343063835
S007,S011,C,338.7736254,22675.89682,0.000343063835
S007,S012,A,912.985135,43494.39734,0.0004130129489
S007,S012,B,751.8947745,38661.68652,0.0004130129489
S007,S012,C,776.9587138,77323.37304,0.0004130129489
S007,S013,A,731.7045853,36253.25819,0.0003179523128
S007,S013,B,597.4332586,32225.11839,0.0003179523128
S007,S013,C,611.1196114,64450.23679,0.0003179523128
S007,S014,A,976.4476275,43580.88324,0.0008791017555
S007,S014,B,815.0369488,38738.56288,0.0008791017555
S007,S014,C,853.5129112,77477.12576,0.0008791017555
S007,S015,A,247.7859374,9987.079391,0.0005842304658
S007,S015,B,210.7967545,8877.403903,0.0005842304658
S007,S015,C,223.9331233,17754.80781,0.0005842304658
S008,O01,A,805.3460477,36355.99702,0.000385945146
S008,O01,B,670.6942069,32316.4418,0.000385945146
S008,O01,C,702.0157623,64632.88359,0.000385945146
S008,S001,A,602.4740919,26859.42901,0.0003627823764
S008,S001,B,502.9947252,23875.04801,0.0003627823764
S008,S001,C,527.6659202,47750.09602,0.0003627823764
S008,S002,A,502.3019109,21620.74024,0.0004197431542
S008,S002,B,422.2250952,19218.43577,0.0004197431542
S008,S002,C,445.8555117,38436.87153,0.0004197431542
S008,S003,A,879.3640481,28148.74068,0.001986976869
S008,S003,B,775.109453,25021.10283,0.001986976869
S008,S003,C,855.8792423,50042.20565,0.001986976869
S008,S004,A,319.8031089,11758.24144,0.0004386262421
S008,S004,B,276.2540666,10451.77017,0.0004386262421
S008,S004,C,299.8363159,20903.54033,0.0004386262421
S008,S005,A,354.053907,13682.33903,0.0003627823764
S008,S005,B,303.3785772,12162.07914,0.0003627823764
S008,S005,C,326.9497723,24324.15827,0.0003627823764
S008,S006,A,871.9833068,36276.43133,0.001123459593
S008,S006,B,737.6261537,32245.71673,0.001123459593
S008,S006,C,782.7265041,64491.43347,0.001123459593
S008,S007,A,744.5499493,26602.61299,0.001459796664
S008,S007,B,646.0217531,23646.7671,0.001459796664
S008,S007,C,702.5683368,47293.5342,0.001459796664
S008,S009,A,521.0064963,22589.18449,0.0004453867212
S008,S009,B,437.34285,20079.2751,0.0004453867212
S008,S009,C,461.0529102,40158.5502,0.0004453867212
S008,S010,A,887.5851797,41824.38376,0.0007498390896
S008,S010,B,732.6800547,37177.23001,0.0007498390896
S008,S010,C,757.6417716,74354.46002,0.0007498390896
S008,S011,A,571.600481,23972.49242,0.0005373094707
S008,S011,B,482.813472,21308.88215,0.0005373094707
S008,S011,C,512.3628894,42617.7643,0.0005373094707
S008,S012,A,705.386606,34788.29008,0.0003338997788
S008,S012,B,576.5410872,30922.92451,0.0003338997788
S008,S012,C,590.3599536,61845.84902,0.0003338997788
S008,S013,A,723.655672,36249.95122,0.0004368843957
S008,S013,B,589.3965935,32222.17886,0.0004368843957
S008,S013,C,600.5621114,64444.35772,0.0004368843957
S008,S014,A,1118.420052,49389.78979,0.001216721691
S008,S014,B,935.4949051,43902.03537,0.001216721691
S008,S014,C,981.0836132,87804.07074,0.001216721691
S008,S015,A,568.3417061,17681.99539,0.001663010072
S008,S015,B,502.8528343,15717.32924,0.001663010072
S008,S015,C,555.7513223,31434.65848,0.001663010072
S009,O01,A,562.7298229,25673.86551,0.0002392221502
S009,O01,B,467.6414322,22821.21379,0.0002392221502
S009,O01,C,488.4095842,45642.42757,0.0002392221502
S009,S001,A,285.7106963,11930.91267,0.0002392221502
S009,S001,B,241.5221308,10605.25571,0.0002392221502
S009,S001,C,256.6602829,21210.51141,0.0002392221502
S009,S002,A,219.992181,7760.626372,0.0003718606451
S009,S002,B,191.2491204,6898.334553,0.0003718606451
S009,S002,C,208.680229,13796.66911,0.0003718606451
S009,S003,A,965.6332975,40050.10793,0.001379393608
S009,S003,B,817.2995644,35600.09593,0.001379393608
S009,S003,C,867.2142535,71200.19187,0.001379393608
S009,S004,A,319.2931079,13434.56255,0.000360242255
S009,S004,B,269.5354688,11941.83338,0.000360242255
S009,S004,C,285.5747671,23883.66676,0.000360242255
S009,S005,A,332.850056,11928.80023,0.0005053269961
S009,S005,B,288.6693144,10603.37798,0.0005053269961
S009,S005,C,314.4298481,21206.75596,0.0005053269961
S009,S006,A,723.3428166,34513.76905,0.0006094019124
S009,S006,B,595.5140423,30678.90582,0.0006094019124
S009,S006,C,613.8792572,61357.81164,0.0006094019124
S009,S007,A,703.166516,31091.10743,0.0009018592566
S009,S007,B,588.0142663,27636.53994,0.0009018592566
S009,S007,C,615.8927361,55273.07987,0.0009018592566
S009,S008,A,518.2798296,22589.18449,0.0006001289994
S009,S008,B,434.6161833,20079.2751,0.0006001289994
S009,S008,C,456.9629102,40158.5502,0.0006001289994
S009,S010,A,517.2241415,20539.55554,0.0009570460898
S009,S010,B,441.1517136,18257.3827,0.0009570460898
S009,S010,C,471.1512595,36514.7654,0.0009570460898
S009,S011,A,430.4697095,19466.28483,0.0003241175899
S009,S011,B,358.3723582,17303.3643,0.0003241175899
S009,S011,C,374.4403022,34606.72859,0.0003241175899
S009,S012,A,323.8975552,13381.73116,0.0004953251771
S009,S012,B,274.3355879,11894.87214,0.0004953251771
S009,S012,C,291.175524,23789.74428,0.0004953251771
S009,S013,A,323.2876011,14451.21082,0.0005383782019
S009,S013,B,269.764598,12845.52073,0.0005383782019
S009,S013,C,281.3110948,25691.04146,0.0005383782019
S009,S014,A,714.6060366,28420.52323,0.001221188212
S009,S014,B,609.3448394,25262.68731,0.001221188212
S009,S014,C,651.0403055,50525.37463,0.001221188212
S009,S015,A,690.970893,28641.48764,0.001333003642
S009,S015,B,584.8913091,25459.10013,0.001333003642
S009,S015,C,619.1624395,50918.20026,0.001333003642
S010,O01,A,549.9096683,21531.03528,0.0003179463319
S010,O01,B,470.1650932,19138.69803,0.0003179463319
S010,O01,C,506.5611825,38277.39605,0.0003179463319
S010,S001,A,434.5164669,16696.33383,0.0003007057938
S010,S001,B,372.6781935,14841.18563,0.0003007057938
S010,S001,C,402.684807,29682.37125,0.0003007057938
S010,S002,A,648.7892865,26627.20533,0.0005306409448
S010,S002,B,550.1700075,23668.62696,0.0005306409448
S010,S002,C,586.7556647,47337.25393,0.0005306409448
S010,S003,A,1062.009633,50517.13896,0.0006256437349
S010,S003,B,874.9091183,44904.12352,0.0006256437349
S010,S003,C,903.7798137,89808.24703,0.0006256437349
S010,S004,A,774.4625756,33955.95097,0.0004969810281
S010,S004,B,648.6997942,30183.06753,0.0004969810281
S010,S004,C,682.9226734,60366.13507,0.0004969810281
S010,S005,A,676.8256388,28629.71543,0.000433404213
S010,S005,B,570.7896557,25448.63593,0.000433404213
S010,S005,C,605.5418656,50897.27187,0.000433404213
S010,S006,A,734.7080545,35647.09292,0.0003088140505
S010,S006,B,602.6817845,31686.30482,0.0003088140505
S010,S006,C,619.9655808,63372.60964,0.0003088140505
S010,S007,A,780.5758291,38704.28879,0.0003229143927
S010,S007,B,637.2266113,34403.81226,0.0003229143927
S010,S007,C,651.7615523,68807.62451,0.0003229143927
S010,S008,A,892.9651797,41824.38376,0.0004445163061
S010,S008,B,738.0600547,37177.23001,0.0004445163061
S010,S008,C,765.7117716,74354.46002,0.0004445163061
S010,S009,A,525.3308082,20539.55554,0.0004969810281
S010,S009,B,449.2583803,18257.3827,0.0004969810281
S010,S009,C,483.3112595,36514.7654,0.0004969810281
S010,S011,A,607.9797416,26434.14998,0.0003232688583
S010,S011,B,510.0754824,23497.02221,0.0003232688583
S010,S011,C,538.2660382,46994.04441,0.0003232688583
S010,S012,A,447.1378152,17779.58584,0.0004600283913
S010,S012,B,381.2874973,15804.0763,0.0004600283913
S010,S012,C,408.7325485,31608.1526,0.0004600283913
S010,S013,A,226.6624561,6204.10584,0.0005768609524
S010,S013,B,203.6842864,5514.760747,0.0005768609524
S010,S013,C,229.0860153,11029.52149,0.0005768609524
S010,S014,A,282.713297,7889.400739,0.0007035801023
S010,S014,B,253.4932942,7012.800657,0.0007035801023
S010,S014,C,284.5472222,14025.60131,0.0007035801023
S010,S015,A,912.9044091,41389.11927,0.001009139974
S010,S015,B,759.6113748,36790.32824,0.001009139974
S010,S015,C,791.7757469,73580.65648,0.001009139974
S011,O01,A,328.8274883,12636.47886,0.0003150150051
S011,O01,B,282.0257148,11232.42565,0.0003150150051
S011,O01,C,304.342674,22464.8513,0.0003150150051
S011,S001,A,254.593698,10595.2985,0.0002432287894
S011,S001,B,215.3518517,9418.043109,0.0002432287894
S011,S001,C,228.8765032,18836.08622,0.0002432287894
S011,S002,A,588.6835381,26021.21162,0.0005663239711
S011,S002,B,492.3086803,23129.96589,0.0005663239711
S011,S002,C,516.5162368,46259.93177,0.0005663239711
S011,S003,A,633.0159376,24109.53746,0.001223267228
