trip_id,aircraft_model,aircraft_id,battery_id,start_time_s,return_time_s,battery_ready_time_s,duration_s,energy_kwh,return_soc_percent,total_mass_kg,total_volume_m3,stop_count,stop_sequence,box_count,box_ids
T023,B,U06,BB04,3965.468548277185,5827.112185340464,7577.674671555809,1861.6436370632787,2.5012980451123363,37.46754887219159,14.0,0.027,1,S004,1,S004-WAT-01
T025,A,U03,BA06,4182.262901417034,5814.453360947959,6891.8563560008115,1632.1904595309243,1.9987026751829533,55.584384995934364,3.0,0.012,1,S005,1,S005-MED-01
T026,B,U05,BB03,4749.638086814193,6188.079819902954,7591.150680310952,1438.4417330887613,1.6993942932492263,57.515142668769336,3.0,0.012,1,S009,1,S009-MED-01
T027,C,U07,BC04,5084.455937594977,6230.696994953832,7551.455433067531,1146.241057358855,1.799723463804429,77.50345670244464,3.0,0.012,1,S011,1,S011-MED-01
T028,A,U01,BA04,5097.294428140725,6729.48488767165,7832.0954704848955,1632.1904595309243,2.0859597097381597,53.64533978359645,14.0,0.027,1,S005,1,S005-WAT-01
T029,A,U04,BA01,5489.264837237086,7117.878069068415,8258.39426540673,1628.6132318313291,2.2171714488633962,50.7295233585912,14.0,0.027,1,S009,1,S009-WAT-01
T030,B,U06,BB01,5827.112185340464,6895.532657575621,7967.9729917112945,1068.420472235157,0.9364007710823252,76.58998072294187,14.0,0.027,1,S011,1,S011-WAT-01
T031,C,U08,BC03,5979.239704538559,7813.749427089233,9714.361239844931,1834.509722550674,3.9407205394056573,50.74099325742929,14.0,0.027,1,S015,1,S015-WAT-01
T032,A,U02,BA02,6302.5390402105995,7493.438542287901,8345.745977467686,1190.899502077302,1.2195257371607946,72.89942806309345,14.0,0.027,1,S001,1,S001-WAT-02
T033,A,U03,BA03,6325.309107257723,7516.208609335024,8368.51604451481,1190.899502077302,1.2195257371607946,72.89942806309345,14.0,0.027,1,S001,1,S001-WAT-03
T034,B,U05,BB02,6393.950391964077,7483.050599257429,8586.073014323572,1089.100207293352,1.0069748039987942,74.82562990003015,14.0,0.027,1,S001,1,S001-WAT-04
T035,A,U01,BA06,6891.8563560008115,8082.755858078113,8935.0632932579,1190.899502077302,1.2195257371607946,72.89942806309345,14.0,0.027,1,S001,1,S001-WAT-05
T036,C,U07,BC02,6961.475544288985,8125.644621618144,9497.299852695383,1164.1690773291593,1.9876500839774989,75.15437395028127,14.0,0.027,1,S001,1,S001-WAT-06
T037,A,U04,BA05,7460.921716293465,8651.821218370767,9504.128653550553,1190.899502077302,1.2195257371607946,72.89942806309345,14.0,0.027,1,S001,1,S001-WAT-07
T038,B,U05,BB04,7577.674671555809,8666.77487884916,9769.797293915304,1089.100207293352,1.0069748039987942,74.82562990003015,14.0,0.027,1,S001,1,S001-WAT-08
T039,B,U06,BB03,7591.150680310952,9291.165256288323,10981.580257712983,1700.01457597737,2.3624961571338323,40.93759607165419,14.0,0.027,1,S002,1,S002-WAT-02
T040,C,U08,BC04,7813.749427089233,9595.636695937697,11711.88750646263,1781.887268848464,4.736926069630525,40.78842412961844,14.0,0.027,1,S002,1,S002-WAT-03
T041,A,U02,BA04,7832.0954704848955,9779.153728298405,11109.059934878042,1947.0582578135095,2.8727522535448937,36.161061032335695,14.0,0.027,1,S002,1,S002-WAT-04
T042,C,U07,BC01,8125.644621618144,9361.370273027074,10761.177438885268,1235.7256514089302,2.0915956893225616,73.85505388346797,14.0,0.027,1,S006,1,S006-WAT-02
T043,A,U01,BA01,8258.39426540673,9515.271690487392,10388.005493057513,1256.8774250806614,1.2902323935119555,71.32816903306765,14.0,0.027,1,S006,1,S006-WAT-03
T044,A,U03,BA02,8345.745977467686,9998.294101722187,11037.544674722516,1652.5481242545018,1.866636598847291,58.51918669228242,14.0,0.027,1,S007,1,S007-WAT-02
T046,A,U04,BA03,8651.821218370767,9842.72072044807,10685.51226770359,1190.899502077302,1.1865861251152634,73.63141944188303,8.0,0.028,1,S001,1,S001-FOD-02
T045,B,U05,BB01,8666.77487884916,9755.875086142512,10839.406972490087,1089.100207293352,0.9619966608020939,75.95008347994765,8.0,0.028,1,S001,1,S001-FOD-01
T047,B,U06,BB02,9291.165256288323,10380.265463581674,11463.79734992925,1089.100207293352,0.9619966608020939,75.95008347994765,8.0,0.028,1,S001,1,S001-FOD-03
T048,C,U07,BC02,9497.299852695383,11279.187121543848,13379.66289884691,1781.887268848464,4.678679793118999,41.516502586012514,8.0,0.028,1,S002,1,S002-FOD-01
T049,A,U01,BA05,9515.271690487392,11462.329948300901,12770.25343957347,1947.0582578135095,2.7966582390204286,37.85203913287937,8.0,0.028,1,S002,1,S002-FOD-02
T051,C,U08,BC03,9714.361239844931,11820.4525894496,13942.486753742338,2106.0913496046687,4.758279991234723,40.52150010956596,14.0,0.027,1,S003,1,S003-WAT-03
T050,B,U05,BB04,9769.797293915304,11730.320597458775,13447.43873637957,1960.5233035434708,2.424118782124915,39.397030446877125,14.0,0.027,1,S003,1,S003-WAT-02
T052,A,U02,BA06,9779.153728298405,11981.783007060425,13328.664389291376,2202.629278762021,2.9315124769532916,34.85527828992685,14.0,0.027,1,S003,1,S003-WAT-04
T053,A,U03,BA01,10388.005493057513,12506.805678424698,13883.686161322206,2118.800185367184,3.0353555177221425,32.54765516173017,14.0,0.027,1,S004,1,S004-WAT-02
T054,A,U04,BA03,10685.51226770359,12804.312453070776,14181.192935968284,2118.800185367184,3.0353555177221425,32.54765516173017,14.0,0.027,1,S004,1,S004-WAT-03
T055,B,U06,BB01,10839.406972490087,11990.077458290294,13098.132543252603,1150.6704858002063,1.0185886576053296,74.53528355986676,8.0,0.028,1,S006,1,S006-FOD-01
T056,C,U07,BC01,11279.187121543848,12904.49671852232,14540.979486576116,1625.3095969784713,2.965474835890942,62.931564551363216,8.0,0.028,1,S007,1,S007-FOD-01
T057,A,U01,BA02,11462.329948300901,13565.615140703463,14973.69347687988,2103.2851924025626,3.143348086764518,30.14782029412183,14.0,0.027,1,S008,1,S008-WAT-02
T058,B,U05,BB02,11730.320597458775,13165.700163289905,14489.134713545884,1435.3795658311299,1.5156181928984134,62.10954517753966,8.0,0.028,1,S010,1,S010-FOD-01
T059,C,U08,BC04,11820.4525894496,13753.86413363454,15864.074164284826,1933.4115441849406,4.714621651631825,41.06722935460218,8.0,0.028,1,S012,1,S012-FOD-01
T061,A,U02,BA04,11981.783007060425,13888.134257517824,15017.737832692692,1906.3512504573985,2.179396990989929,51.568955755779356,8.0,0.028,1,S014,1,S014-FOD-01
T060,B,U06,BB03,11990.077458290294,13371.119127467904,14693.104823770203,1381.04166917761,1.5122746837745389,62.19313290563653,8.0,0.028,1,S013,1,S013-FOD-01
T062,A,U03,BA05,12770.25343957347,13961.152941650771,14801.485528141851,1190.899502077302,1.1780743378537417,73.82057026991686,6.0,0.035,1,S001,1,S001-HYG-01
T063,B,U05,BB01,13165.700163289905,14254.800370583256,15333.53407761427,1089.100207293352,0.9509239393023379,76.22690151744156,6.0,0.035,1,S001,1,S001-HYG-02
T066,A,U04,BA06,13328.664389291376,15531.293668053397,16854.963753698754,2202.629278762021,2.8511656810800847,36.64076264266478,8.0,0.028,1,S003,1,S003-FOD-02
T064,C,U07,BC02,13379.66289884691,15161.550167695374,17257.85813099693,1781.887268848464,4.663290941421135,41.708863232235814,6.0,0.035,1,S002,1,S002-HYG-01
T065,B,U06,BB04,13447.43873637957,15407.96203992304,17077.856532360554,1960.5233035434708,2.315141136394266,42.121471590143344,8.0,0.028,1,S003,1,S003-FOD-01
T067,A,U01,BA01,13883.686161322206,16002.486346689391,17355.962648324046,2118.800185367184,2.9543410441199582,34.347976797334255,8.0,0.028,1,S004,1,S004-FOD-01
T068,C,U08,BC03,13942.486753742338,15489.677278268118,17247.674873305776,1547.1905245257808,3.414144966292892,57.32318792133885,14.0,0.027,1,S005,1,S005-WAT-02
T069,A,U02,BA03,14181.192935968284,15813.383395499208,16915.993978312454,1632.1904595309243,2.0859597097381597,53.64533978359645,14.0,0.027,1,S005,1,S005-WAT-03
T070,B,U05,BB02,14489.134713545884,15639.80519934609,16742.562213807352,1150.6704858002063,1.0063623410644507,74.84094147338874,6.0,0.035,1,S006,1,S006-HYG-01
T071,A,U03,BA05,14801.485528141851,16454.033652396352,17474.11959576714,1652.5481242545018,1.8002974962834979,59.99338897147782,6.0,0.035,1,S007,1,S007-HYG-01
T072,C,U07,BC01,15161.550167695374,17087.620545819897,19305.20012784398,1926.070378124524,5.111063072088912,36.1117115988886,8.0,0.028,1,S008,1,S008-FOD-01
T073,B,U06,BB01,15407.96203992304,17368.485343466513,19026.678497167177,1960.5233035434708,2.2881380470015347,42.79654882496163,6.0,0.035,1,S003,1,S003-HYG-01
T075,A,U04,BA02,15531.293668053397,17163.48412758432,18249.986097984958,1632.1904595309243,2.030199128309894,54.88446381533569,8.0,0.028,1,S005,1,S005-FOD-01
T074,B,U05,BB03,15639.80519934609,17501.44883640937,19191.923354001116,1861.6436370632787,2.3626335021347953,40.93416244663012,6.0,0.035,1,S004,1,S004-HYG-01
T077,A,U02,BA04,15813.383395499208,17441.996627330536,18565.431630423926,1628.6132318313291,2.1580442414771177,52.0434613005085,8.0,0.028,1,S009,1,S009-FOD-01
T076,C,U08,BC04,15864.074164284826,17790.14454240935,20003.099204804013,1926.070378124524,5.093986445764909,36.32516942793864,6.0,0.035,1,S008,1,S008-HYG-01
T078,A,U01,BA06,16854.963753698754,18016.986700356632,18835.182562405415,1162.0229466578785,1.10144721478425,75.52339522701666,8.0,0.028,1,S011,1,S011-FOD-01
T079,A,U03,BA03,16915.993978312454,18824.583381460106,20006.618151357496,1908.5894031476528,2.3608895881063505,47.53578693096999,8.0,0.028,1,S015,1,S015-FOD-01
T080,C,U07,BC03,17247.674873305776,18794.865397831556,20538.09635357339,1547.1905245257808,3.3596219904313864,58.00472511960767,6.0,0.035,1,S005,1,S005-HYG-01
