box_id,trip_id,service_id,material_type,mass_kg,volume_m3,first_batch,priority_weight,delivery_time_s,expected_time_s,hard_deadline_s,expected_lateness_s,hard_deadline_met
S003-FOD-02,T008,S003,应急食品,8.0,0.028,False,8.0,4075.212130724579,10800.0,,0.0,True
S003-HYG-01,T008,S003,生活卫生用品,6.0,0.035,False,6.0,4075.212130724579,14400.0,,0.0,True
S003-MED-01,T012,S003,医疗物资,3.0,0.012,True,20.0,6445.303480329248,7200.0,7200.0,0.0,True
S003-WAT-01,T012,S003,饮用水,14.0,0.027,True,10.0,6445.303480329248,7200.0,7200.0,0.0,True
S003-WAT-02,T008,S003,饮用水,14.0,0.027,False,10.0,4075.212130724579,7200.0,,0.0,True
S003-WAT-03,T012,S003,饮用水,14.0,0.027,False,10.0,6445.303480329248,7200.0,,0.0,True
S003-WAT-04,T012,S003,饮用水,14.0,0.027,False,10.0,6445.303480329248,7200.0,,0.0,True
S004-FOD-01,T011,S004,应急食品,8.0,0.028,False,8.0,4767.179298540818,10800.0,,0.0,True
S004-HYG-01,T011,S004,生活卫生用品,6.0,0.035,False,6.0,4767.179298540818,14400.0,,0.0,True
S004-MED-01,T011,S004,医疗物资,3.0,0.012,True,20.0,4767.179298540818,7200.0,7200.0,0.0,True
S004-WAT-01,T011,S004,饮用水,14.0,0.027,True,10.0,4767.179298540818,7200.0,7200.0,0.0,True
S004-WAT-02,T011,S004,饮用水,14.0,0.027,False,10.0,4767.179298540818,7200.0,,0.0,True
S004-WAT-03,T011,S004,饮用水,14.0,0.027,False,10.0,4767.179298540818,7200.0,,0.0,True
S005-FOD-01,T015,S005,应急食品,8.0,0.028,False,6.0,6857.967907045309,14400.0,,0.0,True
S005-HYG-01,T015,S005,生活卫生用品,6.0,0.035,False,4.0,6857.967907045309,18000.0,,0.0,True
S005-MED-01,T015,S005,医疗物资,3.0,0.012,True,16.0,6857.967907045309,10800.0,10800.0,0.0,True
S005-WAT-01,T015,S005,饮用水,14.0,0.027,True,8.0,6857.967907045309,10800.0,10800.0,0.0,True
S005-WAT-02,T015,S005,饮用水,14.0,0.027,False,8.0,6857.967907045309,10800.0,,0.0,True
S005-WAT-03,T015,S005,饮用水,14.0,0.027,False,8.0,6857.967907045309,10800.0,,0.0,True
S006-FOD-01,T006,S006,应急食品,8.0,0.028,False,10.0,2771.6769030336245,7200.0,,0.0,True
S006-HYG-01,T006,S006,生活卫生用品,6.0,0.035,False,8.0,2771.6769030336245,10800.0,,0.0,True
S006-MED-01,T006,S006,医疗物资,3.0,0.012,True,24.0,2771.6769030336245,3600.0,3600.0,0.0,True
S006-WAT-01,T006,S006,饮用水,14.0,0.027,True,12.0,2771.6769030336245,3600.0,3600.0,0.0,True
S006-WAT-02,T006,S006,饮用水,14.0,0.027,False,12.0,2771.6769030336245,3600.0,,0.0,True
S006-WAT-03,T006,S006,饮用水,14.0,0.027,False,12.0,2771.6769030336245,3600.0,,0.0,True
S007-FOD-01,T008,S007,应急食品,8.0,0.028,False,10.0,3540.5020673376994,7200.0,,0.0,True
S007-HYG-01,T008,S007,生活卫生用品,6.0,0.035,False,8.0,3540.5020673376994,10800.0,,0.0,True
S007-MED-01,T008,S007,医疗物资,3.0,0.012,True,24.0,3540.5020673376994,3600.0,3600.0,0.0,True
S007-WAT-01,T008,S007,饮用水,14.0,0.027,True,12.0,3540.5020673376994,3600.0,3600.0,0.0,True
S007-WAT-02,T008,S007,饮用水,14.0,0.027,False,12.0,3540.5020673376994,3600.0,,0.0,True
S008-FOD-01,T023,S008,应急食品,8.0,0.028,False,8.0,8305.894337275682,10800.0,,0.0,True
S008-HYG-01,T024,S008,生活卫生用品,6.0,0.035,False,6.0,8867.579681246401,14400.0,,0.0,True
S008-MED-01,T009,S008,医疗物资,3.0,0.012,True,20.0,1361.8692628679478,7200.0,7200.0,0.0,True
S008-WAT-01,T009,S008,饮用水,14.0,0.027,True,10.0,1361.8692628679478,7200.0,7200.0,0.0,True
S008-WAT-02,T021,S008,饮用水,14.0,0.027,False,10.0,8579.248754599685,7200.0,,1379.2487545996846,True
S009-FOD-01,T013,S009,应急食品,8.0,0.028,False,6.0,4896.660508908462,14400.0,,0.0,True
S009-MED-01,T013,S009,医疗物资,3.0,0.012,True,16.0,4896.660508908462,10800.0,10800.0,0.0,True
S009-WAT-01,T013,S009,饮用水,14.0,0.027,True,8.0,4896.660508908462,10800.0,10800.0,0.0,True
S010-FOD-01,T003,S010,应急食品,8.0,0.028,False,10.0,1085.2264495822315,7200.0,,0.0,True
S010-MED-01,T003,S010,医疗物资,3.0,0.012,True,24.0,1085.2264495822315,3600.0,3600.0,0.0,True
S010-WAT-01,T003,S010,饮用水,14.0,0.027,True,12.0,1085.2264495822315,3600.0,3600.0,0.0,True
S011-FOD-01,T014,S011,应急食品,8.0,0.028,False,6.0,5791.094775219961,14400.0,,0.0,True
S011-MED-01,T014,S011,医疗物资,3.0,0.012,True,16.0,5791.094775219961,10800.0,10800.0,0.0,True
S011-WAT-01,T014,S011,饮用水,14.0,0.027,True,8.0,5791.094775219961,10800.0,10800.0,0.0,True
S012-FOD-01,T004,S012,应急食品,8.0,0.028,False,10.0,1281.412378334332,7200.0,,0.0,True
S012-MED-01,T004,S012,医疗物资,3.0,0.012,True,22.0,1281.412378334332,7200.0,3600.0,0.0,True
S012-WAT-01,T004,S012,饮用水,14.0,0.027,True,12.0,1281.412378334332,3600.0,3600.0,0.0,True
S013-FOD-01,T005,S013,应急食品,8.0,0.028,False,10.0,2613.433733753268,7200.0,,0.0,True
S013-MED-01,T005,S013,医疗物资,3.0,0.012,True,24.0,2613.433733753268,3600.0,3600.0,0.0,True
S013-WAT-01,T005,S013,饮用水,14.0,0.027,True,12.0,2613.433733753268,3600.0,3600.0,0.0,True
S014-FOD-01,T007,S014,应急食品,8.0,0.028,False,10.0,3173.3703509271445,7200.0,,0.0,True
S014-MED-01,T007,S014,医疗物资,3.0,0.012,True,22.0,3173.3703509271445,7200.0,3600.0,0.0,True
S014-WAT-01,T007,S014,饮用水,14.0,0.027,True,12.0,3173.3703509271445,3600.0,3600.0,0.0,True
S015-FOD-01,T010,S015,应急食品,8.0,0.028,False,6.0,4273.999553722228,14400.0,,0.0,True
S015-MED-01,T010,S015,医疗物资,3.0,0.012,True,18.0,4273.999553722228,7200.0,7200.0,0.0,True
S015-WAT-01,T010,S015,饮用水,14.0,0.027,True,8.0,4273.999553722228,10800.0,10800.0,0.0,True
