box_id,trip_id,service_id,material_type,mass_kg,volume_m3,first_batch,priority_weight,delivery_time_s,expected_time_s,hard_deadline_s,expected_lateness_s,hard_deadline_met
S003-WAT-01,T010,S003,饮用水,14.0,0.027,True,10.0,5114.287972714344,7200.0,7200.0,0.0,True
S003-WAT-02,T040,S003,饮用水,14.0,0.027,False,10.0,10052.23498510507,7200.0,,2852.2349851050694,True
S003-WAT-03,T011,S003,饮用水,14.0,0.027,False,10.0,13190.287972714345,7200.0,,5990.2879727143445,True
S003-WAT-04,T062,S003,饮用水,14.0,0.027,False,10.0,12347.505674802334,7200.0,,5147.505674802334,True
S004-FOD-01,T063,S004,应急食品,8.0,0.028,False,8.0,14248.4983462416,10800.0,,3448.4983462416003,True
S004-HYG-01,T041,S004,生活卫生用品,6.0,0.035,False,6.0,15767.468485198306,14400.0,,1367.4684851983056,True
S004-MED-01,T012,S004,医疗物资,3.0,0.012,True,20.0,5657.046759350259,7200.0,7200.0,0.0,True
S004-WAT-01,T064,S004,饮用水,14.0,0.027,True,10.0,7188.4983462416,7200.0,7200.0,0.0,True
S004-WAT-02,T013,S004,饮用水,14.0,0.027,False,10.0,20229.046759350258,7200.0,,13029.046759350258,True
S004-WAT-03,T014,S004,饮用水,14.0,0.027,False,10.0,23725.046759350258,7200.0,,16525.046759350258,True
S005-FOD-01,T042,S005,应急食品,8.0,0.028,False,6.0,8289.841780817578,14400.0,,0.0,True
S005-HYG-01,T043,S005,生活卫生用品,6.0,0.035,False,4.0,29397.841780817576,18000.0,,11397.841780817576,True
S005-MED-01,T065,S005,医疗物资,3.0,0.012,True,16.0,10527.23026226289,10800.0,10800.0,0.0,True
S005-WAT-01,T066,S005,饮用水,14.0,0.027,True,8.0,8950.23026226289,10800.0,10800.0,0.0,True
S005-WAT-02,T044,S005,饮用水,14.0,0.027,False,8.0,26528.841780817576,10800.0,,15728.841780817576,True
S005-WAT-03,T015,S005,饮用水,14.0,0.027,False,8.0,30466.85189643213,10800.0,,19666.85189643213,True
S006-FOD-01,T067,S006,应急食品,8.0,0.028,False,10.0,20208.507825704466,7200.0,,13008.507825704466,True
S006-HYG-01,T016,S006,生活卫生用品,6.0,0.035,False,8.0,6269.202045873664,10800.0,,0.0,True
S006-MED-01,T017,S006,医疗物资,3.0,0.012,True,24.0,877.202045873664,3600.0,3600.0,0.0,True
S006-WAT-01,T045,S006,饮用水,14.0,0.027,True,12.0,824.0985762334365,3600.0,3600.0,0.0,True
S006-WAT-02,T046,S006,饮用水,14.0,0.027,False,12.0,13910.098576233437,3600.0,,10310.098576233437,True
S006-WAT-03,T047,S006,饮用水,14.0,0.027,False,12.0,18172.098576233435,3600.0,,14572.098576233435,True
S007-FOD-01,T018,S007,应急食品,8.0,0.028,False,10.0,1073.9140621272509,7200.0,,0.0,True
S007-HYG-01,T048,S007,生活卫生用品,6.0,0.035,False,8.0,11143.339719346983,10800.0,,343.33971934698275,True
S007-MED-01,T019,S007,医疗物资,3.0,0.012,True,24.0,3143.914062127251,3600.0,3600.0,0.0,True
S007-WAT-01,T020,S007,饮用水,14.0,0.027,True,12.0,2726.914062127251,3600.0,3600.0,0.0,True
S007-WAT-02,T049,S007,饮用水,14.0,0.027,False,12.0,15506.339719346983,3600.0,,11906.339719346983,True
S008-FOD-01,T021,S008,应急食品,8.0,0.028,False,8.0,27211.86926286795,10800.0,,16411.86926286795,True
S008-HYG-01,T050,S008,生活卫生用品,6.0,0.035,False,6.0,17614.218710994228,14400.0,,3214.218710994228,True
S008-MED-01,T068,S008,医疗物资,3.0,0.012,True,20.0,4427.8751890622625,7200.0,7200.0,0.0,True
S008-WAT-01,T069,S008,饮用水,14.0,0.027,True,10.0,6549.8751890622625,7200.0,7200.0,0.0,True
S008-WAT-02,T051,S008,饮用水,14.0,0.027,False,10.0,8346.218710994228,7200.0,,1146.2187109942279,True
S009-FOD-01,T052,S009,应急食品,8.0,0.028,False,6.0,12617.81086654438,14400.0,,0.0,True
S009-MED-01,T070,S009,医疗物资,3.0,0.012,True,16.0,4832.1690186033,10800.0,10800.0,0.0,True
S009-WAT-01,T071,S009,饮用水,14.0,0.027,True,8.0,8272.1690186033,10800.0,10800.0,0.0,True
S010-FOD-01,T053,S010,应急食品,8.0,0.028,False,10.0,32210.22644958223,7200.0,,25010.22644958223,True
S010-MED-01,T072,S010,医疗物资,3.0,0.012,True,24.0,1030.1592055229867,3600.0,3600.0,0.0,True
S010-WAT-01,T054,S010,饮用水,14.0,0.027,True,12.0,965.2264495822316,3600.0,3600.0,0.0,True
S011-FOD-01,T022,S011,应急食品,8.0,0.028,False,6.0,8148.198139995606,14400.0,,0.0,True
S011-MED-01,T055,S011,医疗物资,3.0,0.012,True,16.0,9799.396902784245,10800.0,10800.0,0.0,True
S011-WAT-01,T023,S011,饮用水,14.0,0.027,True,8.0,10683.198139995606,10800.0,10800.0,0.0,True
S012-FOD-01,T056,S012,应急食品,8.0,0.028,False,10.0,13923.412378334331,7200.0,,6723.412378334331,True
S012-MED-01,T024,S012,医疗物资,3.0,0.012,True,22.0,1284.5872397839635,7200.0,3600.0,0.0,True
S012-WAT-01,T073,S012,饮用水,14.0,0.027,True,12.0,3106.1007720924704,3600.0,3600.0,0.0,True
S013-FOD-01,T025,S013,应急食品,8.0,0.028,False,10.0,33152.874874209316,7200.0,,25952.874874209316,True
S013-MED-01,T026,S013,医疗物资,3.0,0.012,True,24.0,2209.8748742093135,3600.0,3600.0,0.0,True
S013-WAT-01,T074,S013,饮用水,14.0,0.027,True,12.0,2532.8294730979196,3600.0,3600.0,0.0,True
S014-FOD-01,T075,S014,应急食品,8.0,0.028,False,10.0,17459.71623146551,7200.0,,10259.71623146551,True
S014-MED-01,T076,S014,医疗物资,3.0,0.012,True,22.0,1198.7162314655116,7200.0,3600.0,0.0,True
S014-WAT-01,T057,S014,饮用水,14.0,0.027,True,12.0,3391.40559425848,3600.0,3600.0,0.0,True
S015-FOD-01,T058,S015,应急食品,8.0,0.028,False,6.0,6697.5783187134875,14400.0,,0.0,True
S015-MED-01,T058,S015,医疗物资,3.0,0.012,True,18.0,6697.5783187134875,7200.0,7200.0,0.0,True
S015-WAT-01,T058,S015,饮用水,14.0,0.027,True,8.0,6697.5783187134875,10800.0,10800.0,0.0,True
